净值日期,单位净值,日增长率
2023-08-17,1.0826,-0.59
2023-08-18,1.0813,-0.12
2023-08-21,1.0884,0.66
2023-08-22,1.0857,-0.25
2023-08-23,1.0967,1.01
2023-08-24,1.082,-1.34
2023-08-25,1.0878,0.54
2023-08-28,1.0933,0.51
2023-08-29,1.1071,1.26
2023-08-30,1.1097,0.23
2023-08-31,1.1083,-0.13
2023-09-01,1.1098,0.14
2023-09-04,1.1098,0.0
2023-09-05,1.1046,-0.47
2023-09-06,1.1002,-0.4
2023-09-07,1.0972,-0.27
2023-09-08,1.1013,0.37
2023-09-11,1.1085,0.65
2023-09-12,1.0999,-0.78
2023-09-13,1.1,0.01
2023-09-14,1.1083,0.75
2023-09-15,1.094,-1.29
2023-09-18,1.0941,0.01
2023-09-19,1.092,-0.19
2023-09-20,1.0819,-0.92
2023-09-21,1.0649,-1.57
2023-09-22,1.0627,-0.21
2023-09-25,1.0668,0.39
2023-09-26,1.0516,-1.42
2023-09-27,1.0517,0.01
2023-09-28,1.0589,0.68
2023-10-09,1.0685,0.91
2023-10-10,1.0735,0.47
2023-10-11,1.078,0.42
2023-10-12,1.0721,-0.55
2023-10-13,1.0666,-0.51
2023-10-16,1.0776,1.03
2023-10-17,1.077,-0.06
2023-10-18,1.0634,-1.26
2023-10-19,1.0552,-0.77
2023-10-20,1.0429,-1.17
2023-10-23,1.0415,-0.13
2023-10-24,1.0483,0.65
2023-10-25,1.0342,-1.35
2023-10-26,1.0217,-1.21
2023-10-27,1.0176,-0.4
2023-10-30,1.0294,1.16
2023-10-31,1.035,0.54
2023-11-01,1.0456,1.02
2023-11-02,1.0635,1.71
2023-11-03,1.0715,0.75
2023-11-06,1.0736,0.2
2023-11-07,1.077,0.32
2023-11-08,1.0783,0.12
2023-11-09,1.0702,-0.75
2023-11-10,1.0863,1.5
2023-11-13,1.0854,-0.08
2023-11-14,1.1038,1.7
2023-11-15,1.1051,0.12
2023-11-16,1.1065,0.13
2023-11-17,1.1076,0.1
2023-11-20,1.1138,0.56
2023-11-21,1.1085,-0.48
2023-11-22,1.1103,0.16
2023-11-24,1.1091,0.0
2023-11-27,1.1073,-0.16
2023-11-28,1.1079,0.05
2023-11-29,1.1049,-0.27
2023-11-30,1.1084,0.32
2023-12-01,1.115,0.6
2023-12-04,1.1075,-0.67
2023-12-05,1.1094,0.17
2023-12-06,1.1052,-0.38
2023-12-07,1.1143,0.82
2023-12-08,1.1174,0.28
2023-12-11,1.1215,0.37
2023-12-12,1.1267,0.46
2023-12-13,1.1401,1.19
2023-12-14,1.1424,0.2
2023-12-15,1.1404,-0.18
2023-12-18,1.145,0.4
2023-12-19,1.1519,0.6
2023-12-20,1.1362,-1.36
2023-12-21,1.1475,0.99
2023-12-22,1.1483,0.07
2023-12-26,1.1528,0.0
2023-12-27,1.1549,0.18
2023-12-28,1.1548,-0.01
2023-12-29,1.1495,-0.46
2023-12-31,1.1494,-0.01
2024-01-02,1.1425,-0.6
2024-01-03,1.1373,-0.46
2024-01-04,1.1336,-0.33
2024-01-05,1.136,0.21
2024-01-08,1.1511,1.33
2024-01-09,1.1498,-0.11
2024-01-10,1.1566,0.59
2024-01-11,1.1566,0.0
2024-01-12,1.1565,-0.01
2024-01-16,1.1542,0.0
2024-01-17,1.1486,-0.49
2024-01-18,1.1577,0.79
2024-01-19,1.171,1.15
2024-01-22,1.1723,0.11
2024-01-23,1.1757,0.29
2024-01-24,1.1757,0.0
2024-01-25,1.1813,0.48
2024-01-26,1.181,-0.03
2024-01-29,1.1898,0.75
2024-01-30,1.1886,-0.1
2024-01-31,1.1702,-1.55
2024-02-01,1.1839,1.17
2024-02-02,1.195,0.94
2024-02-05,1.1925,-0.21
2024-02-06,1.1946,0.18
2024-02-07,1.2028,0.69
2024-02-08,1.2038,0.08
2024-02-20,1.1986,0.0
2024-02-21,1.1994,0.07
2024-02-22,1.2219,1.88
2024-02-23,1.2228,0.07
2024-02-26,1.2183,-0.37
2024-02-27,1.2197,0.11
2024-02-28,1.2177,-0.16
2024-02-29,1.2232,0.45
2024-03-01,1.233,0.8
2024-03-04,1.2308,-0.18
2024-03-05,1.2195,-0.92
2024-03-06,1.2246,0.42
2024-03-07,1.2343,0.79
2024-03-08,1.2265,-0.63
2024-03-11,1.2244,-0.17
2024-03-12,1.237,1.03
2024-03-13,1.2335,-0.28
2024-03-14,1.2311,-0.19
2024-03-15,1.2235,-0.62
2024-03-18,1.2302,0.55
2024-03-19,1.2363,0.5
2024-03-20,1.2457,0.76
2024-03-21,1.2482,0.2
2024-03-22,1.2477,-0.04
2024-03-25,1.2432,-0.36
2024-03-26,1.2389,-0.35
2024-03-27,1.2485,0.77
2024-03-28,1.2489,0.03
2024-03-29,1.2489,0.0
2024-04-01,1.2465,-0.19
2024-04-02,1.2381,-0.67
2024-04-03,1.2394,0.1
2024-04-08,1.2359,-0.28
2024-04-09,1.2377,0.15
2024-04-10,1.2262,-0.93
2024-04-11,1.2348,0.7
2024-04-12,1.2188,-1.3
2024-04-15,1.2046,-1.17
2024-04-16,1.2032,-0.12
2024-04-17,1.1955,-0.64
2024-04-18,1.193,-0.21
2024-04-19,1.1833,-0.81
2024-04-22,1.1926,0.79
2024-04-23,1.2065,1.17
2024-04-24,1.2066,0.01
2024-04-25,1.2007,-0.49
2024-04-26,1.2121,0.95
2024-04-29,1.2155,0.28
2024-04-30,1.198,-1.44
2024-05-06,1.2287,2.56
2024-05-07,1.2293,0.05
2024-05-08,1.2294,0.01
2024-05-09,1.2354,0.49
2024-05-10,1.2362,0.06
2024-05-13,1.2362,0.0
2024-05-14,1.2422,0.49
2024-05-15,1.2557,1.09
2024-05-16,1.2531,-0.21
2024-05-17,1.2537,0.05
2024-05-20,1.2549,0.1
2024-05-21,1.2582,0.26
2024-05-22,1.2544,-0.3
2024-05-23,1.2465,-0.63
2024-05-24,1.2545,0.64
2024-05-28,1.2541,0.0
2024-05-29,1.246,-0.65
2024-05-30,1.2388,-0.58
2024-05-31,1.2475,0.7
2024-06-03,1.2491,0.13
2024-06-04,1.2509,0.14
2024-06-05,1.265,1.13
2024-06-06,1.2649,-0.01
2024-06-07,1.2628,-0.17
2024-06-11,1.27,0.57
2024-06-12,1.2801,0.8
2024-06-13,1.2828,0.21
2024-06-14,1.2831,0.02
2024-06-17,1.291,0.62
2024-06-18,1.2939,0.22
2024-06-20,1.2915,0.0
2024-06-21,1.2885,-0.23
2024-06-24,1.2851,-0.26
2024-06-25,1.2903,0.4
2024-06-26,1.2926,0.18
2024-06-27,1.2929,0.02
2024-06-28,1.288,-0.38
2024-06-30,1.288,0.0
2024-07-01,1.2901,0.16
2024-07-02,1.2983,0.64
2024-07-03,1.3052,0.53
2024-07-05,1.312,0.0
2024-07-08,1.3121,0.01
2024-07-09,1.3135,0.11
2024-07-10,1.3268,1.01
2024-07-11,1.3148,-0.9
2024-07-12,1.321,0.47
2024-07-15,1.3235,0.19
2024-07-16,1.3313,0.59
2024-07-17,1.3138,-1.31
2024-07-18,1.3039,-0.75
2024-07-19,1.2961,-0.6
2024-07-22,1.3091,1.0
2024-07-23,1.3071,-0.15
2024-07-24,1.2792,-2.13
2024-07-25,1.271,-0.64
2024-07-26,1.2832,0.96
2024-07-29,1.2849,0.13
2024-07-30,1.2793,-0.44
2024-07-31,1.2988,1.52
2024-08-01,1.2811,-1.36
2024-08-02,1.2593,-1.7
2024-08-05,1.2221,-2.95
2024-08-06,1.2341,0.98
2024-08-07,1.2259,-0.66
2024-08-08,1.2544,2.32
2024-08-09,1.2598,0.43
2024-08-12,1.2599,0.01
2024-08-13,1.2805,1.64
2024-08-14,1.2839,0.27
2024-08-15,1.3038,1.55
2024-08-16,1.3075,0.28
2024-08-19,1.3184,0.83
2024-08-20,1.3143,-0.31
2024-08-21,1.3193,0.38
2024-08-22,1.307,-0.93
2024-08-23,1.3229,1.22
2024-08-26,1.315,-0.6
2024-08-27,1.3189,0.3
2024-08-28,1.3109,-0.61
2024-08-29,1.3123,0.11
2024-08-30,1.3217,0.72
2024-09-03,1.2952,0.0
2024-09-04,1.2938,-0.11
2024-09-05,1.2876,-0.48
2024-09-06,1.2661,-1.67
2024-09-09,1.2806,1.15
2024-09-10,1.2888,0.64
2024-09-11,1.303,1.1
2024-09-12,1.3127,0.74
2024-09-13,1.3163,0.27
2024-09-18,1.3118,-0.34
2024-09-19,1.3355,1.81
2024-09-20,1.3267,-0.66
2024-09-23,1.3281,0.11
2024-09-24,1.3309,0.21
2024-09-25,1.3229,-0.6
2024-09-26,1.3308,0.6
2024-09-27,1.3244,-0.48
2024-09-30,1.3292,0.36
2024-10-08,1.3388,0.72
2024-10-09,1.3453,0.49
2024-10-10,1.3462,0.07
2024-10-11,1.3537,0.56
2024-10-14,1.3634,0.72
2024-10-15,1.3557,-0.56
2024-10-16,1.3685,0.94
2024-10-17,1.3688,0.02
2024-10-18,1.3751,0.46
2024-10-21,1.3674,-0.56
2024-10-22,1.3716,0.31
2024-10-23,1.3599,-0.85
2024-10-24,1.3636,0.27
2024-10-25,1.3597,-0.29
2024-10-28,1.3671,0.54
2024-10-29,1.369,0.14
2024-10-30,1.3666,-0.18
2024-10-31,1.3395,-1.98
2024-11-01,1.3429,0.25
2024-11-04,1.3405,-0.18
2024-11-05,1.3526,0.9
2024-11-06,1.384,2.32
2024-11-07,1.4066,1.63
2024-11-08,1.4073,0.05
2024-11-11,1.4147,0.53
2024-11-12,1.4133,-0.1
2024-11-13,1.4148,0.11
2024-11-14,1.4069,-0.56
2024-11-15,1.3902,-1.19
2024-11-18,1.3932,0.22
2024-11-19,1.3989,0.41
2024-11-20,1.3994,0.04
2024-11-21,1.4062,0.49
2024-11-22,1.4103,0.29
2024-11-25,1.4136,0.23
2024-11-26,1.421,0.52
2024-11-27,1.4173,-0.26
2024-11-29,1.4226,0.0
2024-12-02,1.4253,0.19
2024-12-03,1.4283,0.21
2024-12-04,1.435,0.47
2024-12-05,1.4317,-0.23
2024-12-06,1.4345,0.2
2024-12-09,1.4269,-0.53
2024-12-10,1.4234,-0.25
2024-12-11,1.4336,0.72
2024-12-12,1.4265,-0.5
2024-12-13,1.427,0.04
2024-12-16,1.4322,0.36
2024-12-17,1.4274,-0.34
2024-12-18,1.3875,-2.8
2024-12-19,1.3871,-0.03
2024-12-20,1.401,1.0
2024-12-23,1.4105,0.68
2024-12-24,1.4254,1.06
2024-12-26,1.4253,0.0
2024-12-27,1.4102,-1.06
2024-12-30,1.3959,-1.01
2024-12-31,1.3898,-0.44
2025-01-02,1.3869,-0.21
2025-01-03,1.4033,1.18
2025-01-06,1.411,0.55
2025-01-07,1.3963,-1.04
2025-01-08,1.3983,0.14
2025-01-09,1.3983,0.0
2025-01-10,1.3788,-1.39
2025-01-13,1.3803,0.11
2025-01-14,1.381,0.05
2025-01-15,1.4054,1.77
2025-01-16,1.4019,-0.25
2025-01-17,1.4155,0.97
2025-01-20,1.4154,-0.01
2025-01-21,1.4231,0.54
2025-01-22,1.4318,0.61
2025-01-23,1.4391,0.51
2025-01-24,1.4353,-0.26
2025-01-27,1.4144,-1.46
2025-02-05,1.426,0.82
2025-02-06,1.4311,0.36
2025-02-07,1.418,-0.92
2025-02-10,1.4275,0.67
2025-02-11,1.428,0.04
2025-02-12,1.425,-0.21
2025-02-13,1.4394,1.01
2025-02-14,1.4395,0.01
2025-02-17,1.4393,-0.01
2025-02-18,1.4422,0.2
2025-02-19,1.4456,0.24
2025-02-20,1.4399,-0.39
2025-02-21,1.4164,-1.63
2025-02-24,1.41,-0.45
2025-02-25,1.4038,-0.44
2025-02-26,1.404,0.01
2025-02-27,1.383,-1.5
2025-02-28,1.4035,1.48
2025-03-03,1.3803,-1.65
2025-03-04,1.3649,-1.12
2025-03-05,1.3786,1.0
2025-03-06,1.3552,-1.7
2025-03-07,1.3625,0.54
2025-03-10,1.3284,-2.5
2025-03-11,1.3193,-0.69
2025-03-12,1.3248,0.42
2025-03-13,1.3076,-1.3
2025-03-14,1.3344,2.05
2025-03-17,1.3414,0.52
2025-03-18,1.3283,-0.98
2025-03-19,1.3413,0.98
2025-03-20,1.3397,-0.12
2025-03-21,1.3412,0.11
2025-03-24,1.3638,1.69
2025-03-25,1.3659,0.15
2025-03-26,1.3509,-1.1
2025-03-27,1.3469,-0.3
2025-03-28,1.3216,-1.88
2025-03-31,1.3289,0.55
2025-04-01,1.3336,0.35
2025-04-02,1.3424,0.66
2025-04-03,1.2828,-4.44
2025-04-07,1.2105,-5.64
2025-04-08,1.194,-1.36
2025-04-09,1.3013,8.99
2025-04-10,1.2595,-3.21
2025-04-11,1.281,1.71
2025-04-14,1.291,0.78
2025-04-15,1.2887,-0.18
2025-04-16,1.2617,-2.1
2025-04-17,1.2626,0.07
2025-04-18,1.2623,-0.02
2025-04-21,1.2341,-2.23
2025-04-22,1.2643,2.45
2025-04-23,1.2847,1.61
2025-04-24,1.3089,1.88
2025-04-25,1.3173,0.64
2025-04-28,1.3177,0.03
2025-04-29,1.3246,0.52
2025-04-30,1.3262,0.12
2025-05-06,1.3346,0.63
2025-05-07,1.34,0.4
2025-05-08,1.3485,0.63
2025-05-09,1.3482,-0.02
2025-05-12,1.3888,3.01
2025-05-13,1.3973,0.61
2025-05-14,1.3984,0.08
2025-05-15,1.4038,0.39
2025-05-16,1.4127,0.63
2025-05-19,1.4136,0.06
2025-05-20,1.4086,-0.35
2025-05-21,1.3873,-1.51
2025-05-22,1.3861,-0.09
2025-05-23,1.3776,-0.61
2025-05-26,1.376,-0.12
2025-05-27,1.4034,1.99
2025-05-28,1.3965,-0.49
2025-05-29,1.4019,0.39
2025-05-30,1.4007,-0.09
2025-06-03,1.4141,0.96
2025-06-04,1.4146,0.04
2025-06-05,1.4073,-0.52
2025-06-06,1.4205,0.94
2025-06-09,1.4219,0.1
2025-06-10,1.4291,0.51
2025-06-11,1.425,-0.29
2025-06-12,1.4299,0.34
2025-06-13,1.4142,-1.1
2025-06-16,1.427,0.91
2025-06-17,1.4149,-0.85
2025-06-18,1.4149,0.0
2025-06-19,1.4143,-0.04
2025-06-20,1.4108,-0.25
2025-06-23,1.4236,0.91
2025-06-24,1.4375,0.98
2025-06-25,1.4377,0.01
2025-06-26,1.4474,0.67
2025-06-27,1.4546,0.5
2025-06-30,1.4607,0.42
2025-07-01,1.4583,-0.16
2025-07-02,1.4649,0.45
2025-07-03,1.4759,0.75
2025-07-04,1.4761,0.01
2025-07-07,1.4647,-0.77
2025-07-08,1.4643,-0.03
2025-07-09,1.4726,0.57
2025-07-10,1.4759,0.22
2025-07-11,1.4707,-0.35
2025-07-14,1.4726,0.13
2025-07-15,1.4676,-0.34
2025-07-16,1.4723,0.32
2025-07-17,1.4782,0.4
2025-07-18,1.4787,0.03
2025-07-21,1.4811,0.16
2025-07-22,1.4808,-0.02
2025-07-23,1.4902,0.63
2025-07-24,1.4907,0.03
2025-07-25,1.4966,0.4
2025-07-28,1.4979,0.09
2025-07-29,1.4946,-0.22
2025-07-30,1.4916,-0.2
2025-07-31,1.4879,-0.25
2025-08-01,1.4663,-1.45
2025-08-04,1.4839,1.2
2025-08-05,1.4768,-0.48
2025-08-06,1.4875,0.72
2025-08-07,1.4853,-0.15
2025-08-08,1.4973,0.81
2025-08-11,1.4944,-0.19
2025-08-12,1.5099,1.04
2025-08-13,1.5128,0.19
2025-08-14,1.5128,0.0
2025-08-15,1.5097,-0.2
2025-08-18,1.5085,-0.08
2025-08-19,1.5013,-0.48
2025-08-20,1.4982,-0.21
2025-08-21,1.4907,-0.5
2025-08-22,1.5125,1.46
2025-08-25,1.5034,-0.6
2025-08-26,1.5093,0.39
2025-08-27,1.511,0.11
2025-08-28,1.5145,0.23
2025-08-29,1.5048,-0.64
2025-09-01,1.5055,0.05
2025-09-02,1.4963,-0.61
2025-09-03,1.5043,0.53
2025-09-04,1.5148,0.7
2025-09-05,1.5109,-0.26
2025-09-08,1.5133,0.16
2025-09-09,1.5168,0.23
2025-09-10,1.522,0.34
2025-09-11,1.5329,0.72
2025-09-12,1.5323,-0.04
2025-09-15,1.5399,0.5
2025-09-16,1.5375,-0.16
2025-09-17,1.5358,-0.11
2025-09-18,1.5435,0.5
2025-09-19,1.5514,0.51
2025-09-22,1.5574,0.39
2025-09-23,1.5482,-0.59
2025-09-24,1.5448,-0.22
2025-09-25,1.5391,-0.37
2025-09-26,1.5469,0.51
2025-09-29,1.5486,0.11
2025-09-30,1.5533,0.3
2025-10-09,1.564,0.69
2025-10-10,1.5257,-2.45
2025-10-13,1.546,1.33
2025-10-14,1.5438,-0.14
2025-10-15,1.5491,0.34
2025-10-16,1.5402,-0.57
2025-10-17,1.547,0.44
2025-10-20,1.5616,0.94
2025-10-21,1.5606,-0.06
2025-10-22,1.5537,-0.44
2025-10-23,1.5607,0.45
2025-10-24,1.5716,0.7
2025-10-27,1.5875,1.01
2025-10-28,1.5903,0.18
2025-10-29,1.5901,-0.01
2025-10-30,1.5766,-0.85
2025-10-31,1.5804,0.24
2025-11-03,1.5826,0.14
2025-11-04,1.5669,-0.99
2025-11-05,1.5722,0.34
2025-11-06,1.5564,-1.0
2025-11-07,1.5576,0.08
2025-11-10,1.5788,1.36
2025-11-11,1.5818,0.19
2025-11-12,1.5821,0.02
2025-11-13,1.5607,-1.35
2025-11-14,1.5593,-0.09
2025-11-17,1.5473,-0.77
2025-11-18,1.5371,-0.66
2025-11-19,1.5424,0.34
2025-11-20,1.5232,-1.24
2025-11-21,1.5352,0.79
2025-11-24,1.5547,1.27
2025-11-25,1.5662,0.74
2025-11-26,1.5745,0.53
2025-11-27,1.5741,-0.03
2025-11-28,1.5813,0.46
2025-12-01,1.5742,-0.45
2025-12-02,1.5781,0.25
2025-12-03,1.581,0.18
2025-12-04,1.5818,0.05
2025-12-05,1.585,0.2
2025-12-08,1.5805,-0.28
2025-12-09,1.5796,-0.06
2025-12-10,1.5861,0.41
2025-12-11,1.5872,0.07
2025-12-12,1.5744,-0.81
2025-12-15,1.5709,-0.22
2025-12-16,1.567,-0.25
2025-12-17,1.5492,-1.14
2025-12-18,1.561,0.76
2025-12-19,1.5731,0.78
2025-12-22,1.5825,0.6
2025-12-23,1.5887,0.39
2025-12-24,1.5922,0.22
2025-12-25,1.5906,-0.1
2025-12-26,1.5896,-0.06
2025-12-29,1.584,-0.35
2025-12-30,1.5824,-0.1
2025-12-31,1.5705,-0.75
2026-01-05,1.5803,0.62
2026-01-06,1.5879,0.48
2026-01-07,1.584,-0.25
2026-01-08,1.5839,-0.01
2026-01-09,1.5917,0.49
2026-01-12,1.5934,0.11
2026-01-13,1.5905,-0.18
2026-01-14,1.5826,-0.5
2026-01-15,1.5853,0.17
2026-01-16,1.5846,-0.04
2026-01-19,1.584,-0.04
2026-01-20,1.5535,-1.93
2026-01-21,1.57,1.06
2026-01-22,1.578,0.51
2026-01-23,1.5772,-0.05
2026-01-26,1.5828,0.36
2026-01-27,1.5888,0.38
2026-01-28,1.5867,-0.13
2026-01-29,1.5847,-0.13
2026-01-30,1.5766,-0.51
2026-02-02,1.5847,0.51
2026-02-03,1.5708,-0.88
2026-02-04,1.5624,-0.53
2026-02-05,1.5461,-1.04
2026-02-06,1.573,1.74
2026-02-09,1.5782,0.33
2026-02-10,1.5726,-0.35
2026-02-11,1.5723,-0.02
2026-02-12,1.5498,-1.43
2026-02-13,1.5492,-0.04
2026-02-24,1.5612,0.77
2026-02-25,1.5712,0.64
2026-02-26,1.5612,-0.64
2026-02-27,1.5551,-0.39
2026-03-02,1.5555,0.03
2026-03-03,1.5398,-1.01
2026-03-04,1.5517,0.77
2026-03-05,1.5417,-0.64
2026-03-06,1.523,-1.21
2026-03-09,1.5378,0.97
2026-03-10,1.5318,-0.39
2026-03-11,1.5295,-0.15
2026-03-12,1.5093,-1.32
2026-03-13,1.5018,-0.5
2026-03-16,1.5166,0.99
2026-03-17,1.5182,0.11
2026-03-18,1.4984,-1.3
2026-03-19,1.4961,-0.15
2026-03-20,1.4739,-1.48
2026-03-23,1.4925,1.26
2026-03-24,1.4849,-0.51
2026-03-25,1.4917,0.46
2026-03-26,1.4708,-1.4
2026-03-27,1.4497,-1.43
2026-03-30,1.4461,-0.25
2026-03-31,1.485,2.69
2026-04-01,1.4913,0.42
2026-04-02,1.4896,-0.11
2026-04-03,1.4906,0.07
2026-04-07,1.4964,0.39
2026-04-08,1.5273,2.06
2026-04-09,1.5358,0.56
2026-04-10,1.5348,-0.07
2026-04-13,1.5492,0.94
2026-04-14,1.5655,1.05
2026-04-15,1.5777,0.78
2026-04-16,1.5824,0.3
2026-04-17,1.6004,1.14
2026-04-20,1.5974,-0.19
2026-04-21,1.5871,-0.64
2026-04-22,1.6048,1.12
2026-04-23,1.5987,-0.38
2026-04-24,1.6122,0.84
2026-04-27,1.6122,0.0
2026-04-28,1.6051,-0.44
2026-04-29,1.6051,0.0
2026-04-30,1.6201,0.93
2026-05-06,1.6529,2.02
2026-05-07,1.6462,-0.41
2026-05-08,1.6605,0.87
2026-05-11,1.6626,0.13
2026-05-12,1.6589,-0.22
2026-05-13,1.6691,0.61
2026-05-14,1.6808,0.7
2026-05-15,1.662,-1.12
2026-05-18,1.6607,-0.08
2026-05-19,1.6493,-0.69
2026-05-20,1.6664,1.04
2026-05-21,1.6679,0.09
2026-05-22,1.674,0.37
2026-05-25,1.6726,-0.08
2026-05-26,1.6816,0.54
2026-05-27,1.6824,0.05
2026-05-28,1.6902,0.46
2026-05-29,1.6919,0.1
2026-06-01,1.6963,0.26
2026-06-02,1.6988,0.15
2026-06-03,1.6871,-0.69
2026-06-04,1.6932,0.36
2026-06-05,1.6507,-2.51
2026-06-08,1.6564,0.35
2026-06-09,1.6506,-0.35
2026-06-10,1.6256,-1.51
2026-06-11,1.652,1.62
2026-06-12,1.6585,0.39
2026-06-15,1.6844,1.56
2026-06-16,1.6755,-0.53
2026-06-17,1.6561,-1.16
2026-06-18,1.6745,1.11
2026-06-22,1.6689,-0.33
2026-06-23,1.6471,-1.31
2026-06-24,1.6462,-0.05
2026-06-25,1.6461,-0.01
2026-06-26,1.6444,-0.1
2026-06-29,1.663,1.13
2026-06-30,1.6742,0.67
2026-07-01,1.6693,-0.29
2026-07-02,1.6693,0.0
2026-07-03,1.6684,-0.05
2026-07-06,1.6803,0.71
